scenario,sample_index,request_certificate_serialize_latency_us
high_speed_delayed_motion,53,479.75
high_speed_delayed_motion,54,436.66699999999997
high_speed_delayed_motion,55,460.58300000000003
high_speed_delayed_motion,56,436.70800000000003
high_speed_delayed_motion,57,442.75
high_speed_delayed_motion,58,444.875
high_speed_delayed_motion,59,492.70800000000003
high_speed_delayed_motion,60,469.29199999999997
high_speed_delayed_motion,61,456.334
high_speed_delayed_motion,62,464.20800000000003
high_speed_delayed_motion,63,473.25
high_speed_delayed_motion,64,480.33300000000003
high_speed_delayed_motion,65,455.70800000000003
high_speed_delayed_motion,66,467.04199999999997
high_speed_delayed_motion,67,477.25
high_speed_delayed_motion,68,460.834
high_speed_delayed_motion,69,464.709
high_speed_delayed_motion,70,538.66700000000003
high_speed_delayed_motion,71,510.666
high_speed_delayed_motion,72,510.375
high_speed_delayed_motion,73,504.70800000000003
high_speed_delayed_motion,74,500.5
high_speed_delayed_motion,75,512.66600000000005
high_speed_delayed_motion,76,538.75
high_speed_delayed_motion,77,499.625
high_speed_delayed_motion,78,536.41700000000003
high_speed_delayed_motion,79,542.58299999999997
high_speed_delayed_motion,80,535.25
high_speed_delayed_motion,81,532.75
high_speed_delayed_motion,82,524.75
high_speed_delayed_motion,83,544.66700000000003
high_speed_delayed_motion,84,544.08299999999997
high_speed_delayed_motion,85,557.54100000000005
high_speed_delayed_motion,86,516.66700000000003
high_speed_delayed_motion,87,545.83299999999997
high_speed_delayed_motion,88,563.5
high_speed_delayed_motion,89,559.58299999999997
high_speed_delayed_motion,90,547.16700000000003
high_speed_delayed_motion,91,546.54100000000005
high_speed_delayed_motion,92,533.33399999999995
